Id,SalePrice
123,172150.523106219
124,172150.523106219
125,172150.523106219
126,172150.523106219
127,172150.523106219
128,172150.523106219
129,172150.523106219
130,172150.523106219
131,172150.523106219
132,172150.523106219
133,172150.523106219
134,172150.523106219
135,172150.523106219
136,172150.523106219
137,172150.523106219
138,172150.523106219
139,172150.523106219
140,172150.523106219
141,172150.523106219
142,172150.523106219
143,172150.523106219
144,172150.523106219
145,172150.523106219
146,172150.523106219
147,172150.523106219
148,172150.523106219
149,172150.523106219
150,172150.523106219
151,172150.523106219
152,172150.523106219
153,172150.523106219
154,172150.523106219
155,172150.523106219
156,172150.523106219
157,172150.523106219
158,172150.523106219
159,172150.523106219
160,172150.523106219
161,172150.523106219
162,172150.523106219
163,172150.523106219
164,172150.523106219
165,172150.523106219
166,172150.523106219
167,172150.523106219
168,172150.523106219
169,172150.523106219
170,172150.523106219
171,172150.523106219
172,172150.523106219
173,172150.523106219
174,172150.523106219
175,172150.523106219
176,172150.523106219
177,172150.523106219
178,172150.523106219
179,172150.523106219
180,172150.523106219
181,172150.523106219
182,172150.523106219
183,172150.523106219
184,172150.523106219
185,172150.523106219
186,172150.523106219
187,172150.523106219
188,172150.523106219
189,172150.523106219
190,172150.523106219
191,172150.523106219
192,172150.523106219
193,172150.523106219
194,172150.523106219
195,172150.523106219
196,172150.523106219
197,172150.523106219
198,172150.523106219
199,172150.523106219
200,172150.523106219
201,172150.523106219
202,172150.523106219
203,172150.523106219
204,172150.523106219
205,172150.523106219
206,172150.523106219
207,172150.523106219
208,172150.523106219
209,172150.523106219
210,172150.523106219
211,172150.523106219
212,172150.523106219
213,172150.523106219
214,172150.523106219
215,172150.523106219
216,172150.523106219
217,172150.523106219
218,172150.523106219
219,172150.523106219
220,172150.523106219
221,172150.523106219
222,172150.523106219
223,172150.523106219
224,172150.523106219
225,172150.523106219
226,172150.523106219
227,172150.523106219
228,172150.523106219
229,172150.523106219
230,172150.523106219
231,172150.523106219
232,172150.523106219
233,172150.523106219
234,172150.523106219
235,172150.523106219
236,172150.523106219
237,172150.523106219
238,172150.523106219
239,172150.523106219
240,172150.523106219
241,172150.523106219
242,172150.523106219
243,172150.523106219
244,172150.523106219
245,172150.523106219
246,172150.523106219
247,172150.523106219
248,172150.523106219
249,172150.523106219
250,172150.523106219
251,172150.523106219
252,172150.523106219
253,172150.523106219
254,172150.523106219
255,172150.523106219
256,172150.523106219
257,172150.523106219
258,172150.523106219
259,172150.523106219
260,172150.523106219
261,172150.523106219
262,172150.523106219
263,172150.523106219
264,172150.523106219
265,172150.523106219
266,172150.523106219
267,172150.523106219
268,172150.523106219
269,172150.523106219
270,172150.523106219
271,172150.523106219
272,172150.523106219
273,172150.523106219
274,172150.523106219
275,172150.523106219
276,172150.523106219
277,172150.523106219
278,172150.523106219
279,172150.523106219
280,172150.523106219
281,172150.523106219
282,172150.523106219
283,172150.523106219
284,172150.523106219
285,172150.523106219
286,172150.523106219
287,172150.523106219
288,172150.523106219
289,172150.523106219
290,172150.523106219
291,172150.523106219
292,172150.523106219
293,172150.523106219
294,172150.523106219
295,172150.523106219
296,172150.523106219
297,172150.523106219
298,172150.523106219
299,172150.523106219
300,172150.523106219
301,172150.523106219
302,172150.523106219
303,172150.523106219
304,172150.523106219
305,172150.523106219
306,172150.523106219
307,172150.523106219
308,172150.523106219
309,172150.523106219
310,172150.523106219
311,172150.523106219
312,172150.523106219
313,172150.523106219
314,172150.523106219
315,172150.523106219
316,172150.523106219
317,172150.523106219
318,172150.523106219
319,172150.523106219
320,172150.523106219
321,172150.523106219
322,172150.523106219
323,172150.523106219
324,172150.523106219
325,172150.523106219
326,172150.523106219
327,172150.523106219
328,172150.523106219
329,172150.523106219
330,172150.523106219
331,172150.523106219
332,172150.523106219
333,172150.523106219
334,172150.523106219
335,172150.523106219
336,172150.523106219
337,172150.523106219
338,172150.523106219
339,172150.523106219
340,172150.523106219
341,172150.523106219
342,172150.523106219
343,172150.523106219
344,172150.523106219
345,172150.523106219
346,172150.523106219
347,172150.523106219
348,172150.523106219
349,172150.523106219
350,172150.523106219
351,172150.523106219
352,172150.523106219
353,172150.523106219
354,172150.523106219
355,172150.523106219
356,172150.523106219
357,172150.523106219
358,172150.523106219
359,172150.523106219
360,172150.523106219
361,172150.523106219
362,172150.523106219
363,172150.523106219
364,172150.523106219
365,172150.523106219
366,172150.523106219
367,172150.523106219
368,172150.523106219
369,172150.523106219
370,172150.523106219
371,172150.523106219
372,172150.523106219
373,172150.523106219
374,172150.523106219
375,172150.523106219
376,172150.523106219
377,172150.523106219
378,172150.523106219
379,172150.523106219
380,172150.523106219
381,172150.523106219
382,172150.523106219
383,172150.523106219
384,172150.523106219
385,172150.523106219
386,172150.523106219
387,172150.523106219
388,172150.523106219
389,172150.523106219
390,172150.523106219
391,172150.523106219
392,172150.523106219
393,172150.523106219
394,172150.523106219
395,172150.523106219
396,172150.523106219
397,172150.523106219
398,172150.523106219
399,172150.523106219
400,172150.523106219
401,172150.523106219
402,172150.523106219
403,172150.523106219
404,172150.523106219
405,172150.523106219
406,172150.523106219
407,172150.523106219
408,172150.523106219
409,172150.523106219
410,172150.523106219
411,172150.523106219
412,172150.523106219
413,172150.523106219
414,172150.523106219
415,172150.523106219
416,172150.523106219
417,172150.523106219
418,172150.523106219
419,172150.523106219
420,172150.523106219
421,172150.523106219
422,172150.523106219
423,172150.523106219
424,172150.523106219
425,172150.523106219
426,172150.523106219
427,172150.523106219
428,172150.523106219
429,172150.523106219
430,172150.523106219
431,172150.523106219
432,172150.523106219
433,172150.523106219
434,172150.523106219
435,172150.523106219
436,172150.523106219
437,172150.523106219
438,172150.523106219
439,172150.523106219
440,172150.523106219
441,172150.523106219
442,172150.523106219
443,172150.523106219
444,172150.523106219
445,172150.523106219
446,172150.523106219
447,172150.523106219
448,172150.523106219
449,172150.523106219
450,172150.523106219
451,172150.523106219
452,172150.523106219
453,172150.523106219
454,172150.523106219
455,172150.523106219
456,172150.523106219
457,172150.523106219
458,172150.523106219
459,172150.523106219
460,172150.523106219
461,172150.523106219
462,172150.523106219
463,172150.523106219
464,172150.523106219
465,172150.523106219
466,172150.523106219
467,172150.523106219
468,172150.523106219
469,172150.523106219
470,172150.523106219
471,172150.523106219
472,172150.523106219
473,172150.523106219
474,172150.523106219
475,172150.523106219
476,172150.523106219
477,172150.523106219
478,172150.523106219
479,172150.523106219
480,172150.523106219
481,172150.523106219
482,172150.523106219
483,172150.523106219
484,172150.523106219
485,172150.523106219
486,172150.523106219
487,172150.523106219
488,172150.523106219
489,172150.523106219
490,172150.523106219
491,172150.523106219
492,172150.523106219
493,172150.523106219
494,172150.523106219
495,172150.523106219
496,172150.523106219
497,172150.523106219
498,172150.523106219
499,172150.523106219
500,172150.523106219
501,172150.523106219
502,172150.523106219
503,172150.523106219
504,172150.523106219
505,172150.523106219
506,172150.523106219
507,172150.523106219
508,172150.523106219
509,172150.523106219
510,172150.523106219
511,172150.523106219
512,172150.523106219
513,172150.523106219
514,172150.523106219
515,172150.523106219
516,172150.523106219
517,172150.523106219
518,172150.523106219
519,172150.523106219
520,172150.523106219
521,172150.523106219
522,172150.523106219
523,172150.523106219
524,172150.523106219
525,172150.523106219
526,172150.523106219
527,172150.523106219
528,172150.523106219
529,172150.523106219
530,172150.523106219
531,172150.523106219
532,172150.523106219
533,172150.523106219
534,172150.523106219
535,172150.523106219
536,172150.523106219
537,172150.523106219
538,172150.523106219
539,172150.523106219
540,172150.523106219
541,172150.523106219
542,172150.523106219
543,172150.523106219
544,172150.523106219
545,172150.523106219
546,172150.523106219
547,172150.523106219
548,172150.523106219
549,172150.523106219
550,172150.523106219
551,172150.523106219
552,172150.523106219
553,172150.523106219
554,172150.523106219
555,172150.523106219
556,172150.523106219
557,172150.523106219
558,172150.523106219
559,172150.523106219
560,172150.523106219
561,172150.523106219
562,172150.523106219
563,172150.523106219
564,172150.523106219
565,172150.523106219
566,172150.523106219
567,172150.523106219
568,172150.523106219
569,172150.523106219
570,172150.523106219
571,172150.523106219
572,172150.523106219
573,172150.523106219
574,172150.523106219
575,172150.523106219
576,172150.523106219
577,172150.523106219
578,172150.523106219
579,172150.523106219
580,172150.523106219
581,172150.523106219
582,172150.523106219
583,172150.523106219
584,172150.523106219
585,172150.523106219
586,172150.523106219
587,172150.523106219
588,172150.523106219
589,172150.523106219
590,172150.523106219
591,172150.523106219
592,172150.523106219
593,172150.523106219
594,172150.523106219
595,172150.523106219
596,172150.523106219
597,172150.523106219
598,172150.523106219
599,172150.523106219
600,172150.523106219
601,172150.523106219
602,172150.523106219
603,172150.523106219
604,172150.523106219
605,172150.523106219
606,172150.523106219
607,172150.523106219
608,172150.523106219
609,172150.523106219
610,172150.523106219
611,172150.523106219
612,172150.523106219
613,172150.523106219
614,172150.523106219
615,172150.523106219
616,172150.523106219
617,172150.523106219
618,172150.523106219
619,172150.523106219
620,172150.523106219
621,172150.523106219
622,172150.523106219
623,172150.523106219
624,172150.523106219
625,172150.523106219
626,172150.523106219
627,172150.523106219
628,172150.523106219
629,172150.523106219
630,172150.523106219
631,172150.523106219
632,172150.523106219
633,172150.523106219
634,172150.523106219
635,172150.523106219
636,172150.523106219
637,172150.523106219
638,172150.523106219
639,172150.523106219
640,172150.523106219
641,172150.523106219
642,172150.523106219
643,172150.523106219
644,172150.523106219
645,172150.523106219
646,172150.523106219
647,172150.523106219
648,172150.523106219
649,172150.523106219
650,172150.523106219
651,172150.523106219
652,172150.523106219
653,172150.523106219
654,172150.523106219
655,172150.523106219
656,172150.523106219
657,172150.523106219
658,172150.523106219
659,172150.523106219
660,172150.523106219
661,172150.523106219
662,172150.523106219
663,172150.523106219
664,172150.523106219
665,172150.523106219
666,172150.523106219
667,172150.523106219
668,172150.523106219
669,172150.523106219
670,172150.523106219
671,172150.523106219
672,172150.523106219
673,172150.523106219
674,172150.523106219
675,172150.523106219
676,172150.523106219
677,172150.523106219
678,172150.523106219
679,172150.523106219
680,172150.523106219
681,172150.523106219
682,172150.523106219
683,172150.523106219
684,172150.523106219
685,172150.523106219
686,172150.523106219
687,172150.523106219
688,172150.523106219
689,172150.523106219
690,172150.523106219
691,172150.523106219
692,172150.523106219
693,172150.523106219
694,172150.523106219
695,172150.523106219
696,172150.523106219
697,172150.523106219
698,172150.523106219
699,172150.523106219
700,172150.523106219
701,172150.523106219
702,172150.523106219
703,172150.523106219
704,172150.523106219
705,172150.523106219
706,172150.523106219
707,172150.523106219
708,172150.523106219
709,172150.523106219
710,172150.523106219
711,172150.523106219
712,172150.523106219
713,172150.523106219
714,172150.523106219
715,172150.523106219
716,172150.523106219
717,172150.523106219
718,172150.523106219
719,172150.523106219
720,172150.523106219
721,172150.523106219
722,172150.523106219
723,172150.523106219
724,172150.523106219
725,172150.523106219
726,172150.523106219
727,172150.523106219
728,172150.523106219
729,172150.523106219
730,172150.523106219
731,172150.523106219
732,172150.523106219
733,172150.523106219
734,172150.523106219
735,172150.523106219
736,172150.523106219
737,172150.523106219
738,172150.523106219
739,172150.523106219
740,172150.523106219
741,172150.523106219
742,172150.523106219
743,172150.523106219
744,172150.523106219
745,172150.523106219
746,172150.523106219
747,172150.523106219
748,172150.523106219
749,172150.523106219
750,172150.523106219
751,172150.523106219
752,172150.523106219
753,172150.523106219
754,172150.523106219
755,172150.523106219
756,172150.523106219
757,172150.523106219
758,172150.523106219
759,172150.523106219
760,172150.523106219
761,172150.523106219
762,172150.523106219
763,172150.523106219
764,172150.523106219
765,172150.523106219
766,172150.523106219
767,172150.523106219
768,172150.523106219
769,172150.523106219
770,172150.523106219
771,172150.523106219
772,172150.523106219
773,172150.523106219
774,172150.523106219
775,172150.523106219
776,172150.523106219
777,172150.523106219
778,172150.523106219
779,172150.523106219
780,172150.523106219
781,172150.523106219
782,172150.523106219
783,172150.523106219
784,172150.523106219
785,172150.523106219
786,172150.523106219
787,172150.523106219
788,172150.523106219
789,172150.523106219
790,172150.523106219
791,172150.523106219
792,172150.523106219
793,172150.523106219
794,172150.523106219
795,172150.523106219
796,172150.523106219
797,172150.523106219
798,172150.523106219
799,172150.523106219
800,172150.523106219
801,172150.523106219
802,172150.523106219
803,172150.523106219
804,172150.523106219
805,172150.523106219
806,172150.523106219
807,172150.523106219
808,172150.523106219
809,172150.523106219
810,172150.523106219
811,172150.523106219
812,172150.523106219
813,172150.523106219
814,172150.523106219
815,172150.523106219
816,172150.523106219
817,172150.523106219
818,172150.523106219
819,172150.523106219
820,172150.523106219
821,172150.523106219
822,172150.523106219
823,172150.523106219
824,172150.523106219
825,172150.523106219
826,172150.523106219
827,172150.523106219
828,172150.523106219
829,172150.523106219
830,172150.523106219
831,172150.523106219
832,172150.523106219
833,172150.523106219
834,172150.523106219
835,172150.523106219
836,172150.523106219
837,172150.523106219
838,172150.523106219
839,172150.523106219
840,172150.523106219
841,172150.523106219
842,172150.523106219
843,172150.523106219
844,172150.523106219
845,172150.523106219
846,172150.523106219
847,172150.523106219
848,172150.523106219
849,172150.523106219
850,172150.523106219
851,172150.523106219
852,172150.523106219
853,172150.523106219
854,172150.523106219
855,172150.523106219
856,172150.523106219
857,172150.523106219
858,172150.523106219
859,172150.523106219
860,172150.523106219
861,172150.523106219
862,172150.523106219
863,172150.523106219
864,172150.523106219
865,172150.523106219
866,172150.523106219
867,172150.523106219
868,172150.523106219
869,172150.523106219
870,172150.523106219
871,172150.523106219
872,172150.523106219
873,172150.523106219
874,172150.523106219
875,172150.523106219
876,172150.523106219
877,172150.523106219
878,172150.523106219
879,172150.523106219
880,172150.523106219
881,172150.523106219
882,172150.523106219
883,172150.523106219
884,172150.523106219
885,172150.523106219
886,172150.523106219
887,172150.523106219
888,172150.523106219
889,172150.523106219
890,172150.523106219
891,172150.523106219
892,172150.523106219
893,172150.523106219
894,172150.523106219
895,172150.523106219
896,172150.523106219
897,172150.523106219
898,172150.523106219
899,172150.523106219
900,172150.523106219
901,172150.523106219
902,172150.523106219
903,172150.523106219
904,172150.523106219
905,172150.523106219
906,172150.523106219
907,172150.523106219
908,172150.523106219
909,172150.523106219
910,172150.523106219
911,172150.523106219
912,172150.523106219
913,172150.523106219
914,172150.523106219
915,172150.523106219
916,172150.523106219
917,172150.523106219
918,172150.523106219
919,172150.523106219
920,172150.523106219
921,172150.523106219
922,172150.523106219
923,172150.523106219
924,172150.523106219
925,172150.523106219
926,172150.523106219
927,172150.523106219
928,172150.523106219
929,172150.523106219
930,172150.523106219
931,172150.523106219
932,172150.523106219
933,172150.523106219
934,172150.523106219
935,172150.523106219
936,172150.523106219
937,172150.523106219
938,172150.523106219
939,172150.523106219
940,172150.523106219
941,172150.523106219
942,172150.523106219
943,172150.523106219
944,172150.523106219
945,172150.523106219
946,172150.523106219
947,172150.523106219
948,172150.523106219
949,172150.523106219
950,172150.523106219
951,172150.523106219
952,172150.523106219
953,172150.523106219
954,172150.523106219
955,172150.523106219
956,172150.523106219
957,172150.523106219
958,172150.523106219
959,172150.523106219
960,172150.523106219
961,172150.523106219
962,172150.523106219
963,172150.523106219
964,172150.523106219
965,172150.523106219
966,172150.523106219
967,172150.523106219
968,172150.523106219
969,172150.523106219
970,172150.523106219
971,172150.523106219
972,172150.523106219
973,172150.523106219
974,172150.523106219
975,172150.523106219
976,172150.523106219
977,172150.523106219
978,172150.523106219
979,172150.523106219
980,172150.523106219
981,172150.523106219
982,172150.523106219
983,172150.523106219
984,172150.523106219
985,172150.523106219
986,172150.523106219
987,172150.523106219
988,172150.523106219
989,172150.523106219
990,172150.523106219
991,172150.523106219
992,172150.523106219
993,172150.523106219
994,172150.523106219
995,172150.523106219
996,172150.523106219
997,172150.523106219
998,172150.523106219
999,172150.523106219
1000,172150.523106219
1001,172150.523106219
1002,172150.523106219
1003,172150.523106219
1004,172150.523106219
1005,172150.523106219
1006,172150.523106219
1007,172150.523106219
1008,172150.523106219
1009,172150.523106219
1010,172150.523106219
1011,172150.523106219
1012,172150.523106219
1013,172150.523106219
1014,172150.523106219
1015,172150.523106219
1016,172150.523106219
1017,172150.523106219
1018,172150.523106219
1019,172150.523106219
1020,172150.523106219
1021,172150.523106219
1022,172150.523106219
1023,172150.523106219
1024,172150.523106219
1025,172150.523106219
1026,172150.523106219
1027,172150.523106219
1028,172150.523106219
1029,172150.523106219
1030,172150.523106219
1031,172150.523106219
1032,172150.523106219
1033,172150.523106219
1034,172150.523106219
1035,172150.523106219
1036,172150.523106219
1037,172150.523106219
1038,172150.523106219
1039,172150.523106219
1040,172150.523106219
1041,172150.523106219
1042,172150.523106219
1043,172150.523106219
1044,172150.523106219
1045,172150.523106219
1046,172150.523106219
1047,172150.523106219
1048,172150.523106219
1049,172150.523106219
1050,172150.523106219
1051,172150.523106219
1052,172150.523106219
1053,172150.523106219
1054,172150.523106219
1055,172150.523106219
1056,172150.523106219
1057,172150.523106219
1058,172150.523106219
1059,172150.523106219
1060,172150.523106219
1061,172150.523106219
1062,172150.523106219
1063,172150.523106219
1064,172150.523106219
1065,172150.523106219
1066,172150.523106219
1067,172150.523106219
1068,172150.523106219
1069,172150.523106219
1070,172150.523106219
1071,172150.523106219
1072,172150.523106219
1073,172150.523106219
1074,172150.523106219
1075,172150.523106219
1076,172150.523106219
1077,172150.523106219
1078,172150.523106219
1079,172150.523106219
1080,172150.523106219
1081,172150.523106219
1082,172150.523106219
1083,172150.523106219
1084,172150.523106219
1085,172150.523106219
1086,172150.523106219
1087,172150.523106219
1088,172150.523106219
1089,172150.523106219
1090,172150.523106219
1091,172150.523106219
1092,172150.523106219
1093,172150.523106219
1094,172150.523106219
1095,172150.523106219
1096,172150.523106219
1097,172150.523106219
1098,172150.523106219
1099,172150.523106219
1100,172150.523106219
1101,172150.523106219
1102,172150.523106219
1103,172150.523106219
1104,172150.523106219
1105,172150.523106219
1106,172150.523106219
1107,172150.523106219
1108,172150.523106219
1109,172150.523106219
1110,172150.523106219
1111,172150.523106219
1112,172150.523106219
1113,172150.523106219
1114,172150.523106219
1115,172150.523106219
1116,172150.523106219
1117,172150.523106219
1118,172150.523106219
1119,172150.523106219
1120,172150.523106219
1121,172150.523106219
1122,172150.523106219
1123,172150.523106219
1124,172150.523106219
1125,172150.523106219
1126,172150.523106219
1127,172150.523106219
1128,172150.523106219
1129,172150.523106219
1130,172150.523106219
1131,172150.523106219
1132,172150.523106219
1133,172150.523106219
1134,172150.523106219
1135,172150.523106219
1136,172150.523106219
1137,172150.523106219
1138,172150.523106219
1139,172150.523106219
1140,172150.523106219
1141,172150.523106219
1142,172150.523106219
1143,172150.523106219
1144,172150.523106219
1145,172150.523106219
1146,172150.523106219
1147,172150.523106219
1148,172150.523106219
1149,172150.523106219
1150,172150.523106219
1151,172150.523106219
1152,172150.523106219
1153,172150.523106219
1154,172150.523106219
1155,172150.523106219
1156,172150.523106219
1157,172150.523106219
1158,172150.523106219
1159,172150.523106219
1160,172150.523106219
1161,172150.523106219
1162,172150.523106219
1163,172150.523106219
1164,172150.523106219
1165,172150.523106219
1166,172150.523106219
1167,172150.523106219
1168,172150.523106219
1169,172150.523106219
1170,172150.523106219
1171,172150.523106219
1172,172150.523106219
1173,172150.523106219
1174,172150.523106219
1175,172150.523106219
1176,172150.523106219
1177,172150.523106219
1178,172150.523106219
1179,172150.523106219
1180,172150.523106219
1181,172150.523106219
1182,172150.523106219
1183,172150.523106219
1184,172150.523106219
1185,172150.523106219
1186,172150.523106219
1187,172150.523106219
1188,172150.523106219
1189,172150.523106219
1190,172150.523106219
1191,172150.523106219
1192,172150.523106219
1193,172150.523106219
1194,172150.523106219
1195,172150.523106219
1196,172150.523106219
1197,172150.523106219
1198,172150.523106219
1199,172150.523106219
1200,172150.523106219
1201,172150.523106219
1202,172150.523106219
1203,172150.523106219
1204,172150.523106219
1205,172150.523106219
1206,172150.523106219
1207,172150.523106219
1208,172150.523106219
1209,172150.523106219
1210,172150.523106219
1211,172150.523106219
1212,172150.523106219
1213,172150.523106219
1214,172150.523106219
1215,172150.523106219
1216,172150.523106219
1217,172150.523106219
1218,172150.523106219
1219,172150.523106219
1220,172150.523106219
1221,172150.523106219
1222,172150.523106219
1223,172150.523106219
1224,172150.523106219
1225,172150.523106219
1226,172150.523106219
1227,172150.523106219
1228,172150.523106219
1229,172150.523106219
1230,172150.523106219
1231,172150.523106219
1232,172150.523106219
1233,172150.523106219
1234,172150.523106219
1235,172150.523106219
1236,172150.523106219
1237,172150.523106219
1238,172150.523106219
1239,172150.523106219
1240,172150.523106219
1241,172150.523106219
1242,172150.523106219
1243,172150.523106219
1244,172150.523106219
1245,172150.523106219
1246,172150.523106219
1247,172150.523106219
1248,172150.523106219
1249,172150.523106219
1250,172150.523106219
1251,172150.523106219
1252,172150.523106219
1253,172150.523106219
1254,172150.523106219
1255,172150.523106219
1256,172150.523106219
1257,172150.523106219
1258,172150.523106219
1259,172150.523106219
1260,172150.523106219
1261,172150.523106219
1262,172150.523106219
1263,172150.523106219
1264,172150.523106219
1265,172150.523106219
1266,172150.523106219
1267,172150.523106219
1268,172150.523106219
1269,172150.523106219
1270,172150.523106219
1271,172150.523106219
1272,172150.523106219
1273,172150.523106219
1274,172150.523106219
1275,172150.523106219
1276,172150.523106219
1277,172150.523106219
1278,172150.523106219
1279,172150.523106219
1280,172150.523106219
1281,172150.523106219
1282,172150.523106219
1283,172150.523106219
1284,172150.523106219
1285,172150.523106219
1286,172150.523106219
1287,172150.523106219
1288,172150.523106219
1289,172150.523106219
1290,172150.523106219
1291,172150.523106219
1292,172150.523106219
1293,172150.523106219
1294,172150.523106219
1295,172150.523106219
1296,172150.523106219
1297,172150.523106219
1298,172150.523106219
1299,172150.523106219
1300,172150.523106219
1301,172150.523106219
1302,172150.523106219
1303,172150.523106219
1304,172150.523106219
1305,172150.523106219
1306,172150.523106219
1307,172150.523106219
1308,172150.523106219
1309,172150.523106219
1310,172150.523106219
1311,172150.523106219
1312,172150.523106219
1313,172150.523106219
1314,172150.523106219
1315,172150.523106219
1316,172150.523106219
1317,172150.523106219
1318,172150.523106219
1319,172150.523106219
1320,172150.523106219
1321,172150.523106219
1322,172150.523106219
1323,172150.523106219
1324,172150.523106219
1325,172150.523106219
1326,172150.523106219
1327,172150.523106219
1328,172150.523106219
1329,172150.523106219
1330,172150.523106219
1331,172150.523106219
1332,172150.523106219
1333,172150.523106219
1334,172150.523106219
1335,172150.523106219
1336,172150.523106219
1337,172150.523106219
1338,172150.523106219
1339,172150.523106219
1340,172150.523106219
1341,172150.523106219
1342,172150.523106219
1343,172150.523106219
1344,172150.523106219
1345,172150.523106219
1346,172150.523106219
1347,172150.523106219
1348,172150.523106219
1349,172150.523106219
1350,172150.523106219
1351,172150.523106219
1352,172150.523106219
1353,172150.523106219
1354,172150.523106219
1355,172150.523106219
1356,172150.523106219
1357,172150.523106219
1358,172150.523106219
1359,172150.523106219
1360,172150.523106219
1361,172150.523106219
1362,172150.523106219
1363,172150.523106219
1364,172150.523106219
1365,172150.523106219
1366,172150.523106219
1367,172150.523106219
1368,172150.523106219
1369,172150.523106219
1370,172150.523106219
1371,172150.523106219
1372,172150.523106219
1373,172150.523106219
1374,172150.523106219
1375,172150.523106219
1376,172150.523106219
1377,172150.523106219
1378,172150.523106219
1379,172150.523106219
1380,172150.523106219
1381,172150.523106219
1382,172150.523106219
1383,172150.523106219
1384,172150.523106219
1385,172150.523106219
1386,172150.523106219
1387,172150.523106219
1388,172150.523106219
1389,172150.523106219
1390,172150.523106219
1391,172150.523106219
1392,172150.523106219
1393,172150.523106219
1394,172150.523106219
1395,172150.523106219
1396,172150.523106219
1397,172150.523106219
1398,172150.523106219
1399,172150.523106219
1400,172150.523106219
1401,172150.523106219
1402,172150.523106219
1403,172150.523106219
1404,172150.523106219
1405,172150.523106219
1406,172150.523106219
1407,172150.523106219
1408,172150.523106219
1409,172150.523106219
1410,172150.523106219
1411,172150.523106219
1412,172150.523106219
1413,172150.523106219
1414,172150.523106219
1415,172150.523106219
1416,172150.523106219
1417,172150.523106219
1418,172150.523106219
1419,172150.523106219
1420,172150.523106219
1421,172150.523106219
1422,172150.523106219
1423,172150.523106219
1424,172150.523106219
1425,172150.523106219
1426,172150.523106219
1427,172150.523106219
1428,172150.523106219
1429,172150.523106219
1430,172150.523106219
1431,172150.523106219
1432,172150.523106219
1433,172150.523106219
1434,172150.523106219
1435,172150.523106219
1436,172150.523106219
1437,172150.523106219
1438,172150.523106219
1439,172150.523106219
1440,172150.523106219
1441,172150.523106219
1442,172150.523106219
1443,172150.523106219
1444,172150.523106219
1445,172150.523106219
1446,172150.523106219
1447,172150.523106219
1448,172150.523106219
1449,172150.523106219
1450,172150.523106219
1451,172150.523106219
1452,172150.523106219
1453,172150.523106219
1454,172150.523106219
1455,172150.523106219
1456,172150.523106219
1457,172150.523106219
1458,172150.523106219
1459,172150.523106219
1460,172150.523106219
1461,172150.523106219
1462,172150.523106219
1463,172150.523106219
1464,172150.523106219
1465,172150.523106219
1466,172150.523106219
1467,172150.523106219
1468,172150.523106219
1469,172150.523106219
1470,172150.523106219
1471,172150.523106219
1472,172150.523106219
1473,172150.523106219
1474,172150.523106219
1475,172150.523106219
1476,172150.523106219
1477,172150.523106219
1478,172150.523106219
1479,172150.523106219
1480,172150.523106219
1481,172150.523106219
1482,172150.523106219
1483,172150.523106219
1484,172150.523106219
1485,172150.523106219
1486,172150.523106219
1487,172150.523106219
1488,172150.523106219
1489,172150.523106219
1490,172150.523106219
1491,172150.523106219
1492,172150.523106219
1493,172150.523106219
1494,172150.523106219
1495,172150.523106219
1496,172150.523106219
1497,172150.523106219
1498,172150.523106219
